ID,Region,Cultivar,Leaf_N_stage2_g_kg,Leaf_P_stage2_g_kg,Leaf_K_stage2_g_kg,Leaf_Mg_stage2_g_kg,Leaf_Ca_stage2_g_kg,Leaf_B_stage2_g_kg,Leaf_Cu_stage2_g_kg,Leaf_Zn_stage2_g_kg,Leaf_Mn_stage2_g_kg,Leaf_Fe_stage2_g_kg,Fruit_yield_Mg_ha,Yield class
2017_W_009,Wisconsin,Searles,8.9,0.9,3.9,1.4,5.2,0.0227,0.0074,0.0122,0.3228,0.999,13.37,Low yield
2017_W_010,Wisconsin,Pilgrim,9.1,0.8,3.9,1.5,5.9,0.0159,0.0069,0.0103,0.3986,0.999,13.99,Low yield
2017_W_011,Wisconsin,Searles,7.8,0.9,4,1.4,5.1,0.0233,0.0075,0.0132,0.2764,0.999,22.4,Low yield
2017_W_012,Wisconsin,Crimson Queen,9.8,0.9,4.6,1.6,6.2,0.0169,0.0074,0.0108,0.6744,0.999,66.06,High yield
2017_W_013,Wisconsin,Searles,9.3,0.7,3.3,1,3.9,0.0195,0.0068,0.0089,0.2355,0.9955,16.21,Low yield
2017_W_014,Wisconsin,Stevens,9.3,1.1,5,1.5,4.8,0.0259,0.0078,0.0158,0.5266,0.999,20.71,Low yield
2017_W_015,Wisconsin,Ben Lear,9.5,1,4.9,1.2,4.6,0.0227,0.0092,0.0137,0.3344,0.999,18.36,Low yield
2017_W_016,Wisconsin,Pilgrim,9.4,0.9,4.1,1.4,5.1,0.0275,0.0092,0.0117,0.4485,0.999,32,Low yield
2017_W_017,Wisconsin,Stevens,10.9,1.1,4.5,1.5,5.2,0.0265,0.0084,0.013,0.4936,0.9847,27.18,Low yield
2017_W_018,Wisconsin,Ben Lear,8.6,1.2,4.8,1.6,6,0.0308,0.0076,0.0127,0.3705,0.999,30.78,Low yield
2017_W_019,Wisconsin,Stevens,10.3,0.9,4.2,1.5,5.8,0.0192,0.0079,0.0143,0.3297,0.999,22.4,Low yield
2017_W_020,Wisconsin,Stevens,10.3,0.8,3.4,2,7.3,0.0189,0.0073,0.0139,0.4985,0.994,15.09,Low yield
2017_W_021,Wisconsin,LeMunyon,9.2,0.9,3.7,1.8,6.5,0.0182,0.0075,0.0138,0.3732,0.999,11.75,Low yield
2017_W_022,Wisconsin,Stevens,10.3,1,4.9,2.1,7.7,0.0693,0.0074,0.0163,0.1872,1.5337,32.7,Low yield
2017_W_023,Wisconsin,Stevens,9.9,0.9,5,1.9,7.4,0.0329,0.0066,0.013,0.1646,1.4218,28,Low yield
2017_W_024,Wisconsin,Stevens,11.8,1,4.8,2.4,8.2,0.0674,0.0072,0.0195,0.233,1.2081,39.42,Low yield
2017_W_025,Wisconsin,LeMunyon,10.5,1.1,4.6,2.2,7.6,0.0658,0.0066,0.0193,0.1789,1.263,40.66,High yield
2017_W_026,Wisconsin,LeMunyon,11.7,1.1,5.3,2.4,7.8,0.0735,0.0069,0.0218,0.2227,1.1854,40.88,High yield
2017_W_027,Wisconsin,Ben Lear,8.9,1,5.1,2.1,7.4,0.0516,0.0066,0.0131,0.1131,1.1409,30.8,Low yield
2017_W_028,Wisconsin,Ben Lear,10.6,1.1,5,2.2,8.6,0.0548,0.0069,0.0193,0.2837,1.2555,28.67,Low yield
2017_W_029,Wisconsin,Stevens,9.9,0.9,4.9,2.1,7.5,0.0488,0.0071,0.0203,0.2666,1.361,33.38,Low yield
2017_W_030,Wisconsin,Stevens,10.1,1,5.2,1.9,6.6,0.0479,0.0071,0.0177,0.2019,1.5366,34.38,Low yield
2017_W_031,Wisconsin,Stevens,11,1,5.2,2,7.4,0.0563,0.0072,0.019,0.3148,1.5426,32.48,Low yield
2017_W_032,Wisconsin,Stevens,10.9,0.9,5.1,2,7.2,0.0486,0.0066,0.0179,0.2033,1.3029,33.04,Low yield
2017_W_033,Wisconsin,LeMunyon,10.8,0.9,4.7,1.9,7.1,0.0502,0.0065,0.0194,0.1318,1.3829,41.89,High yield
2017_W_034,Wisconsin,Stevens,10,1,5,2,8,0.0551,0.0068,0.0216,0.2185,1.5073,32.82,Low yield
2017_W_035,Wisconsin,Stevens,10.5,1,4.6,2.2,8.1,0.0561,0.0071,0.0227,0.2864,1.4575,37.18,Low yield
2017_W_036,Wisconsin,Stevens,10,0.9,4.4,2.1,7.3,0.0519,0.0071,0.0196,0.2643,1.5808,31.25,Low yield
2017_W_037,Wisconsin,Stevens,10,0.9,5,1.9,7.7,0.0504,0.0084,0.0184,0.2413,2.2224,28.67,Low yield
NH_067,Wisconsin,HyRed,10.9,0.8,4.5,1.6,8.1,0.016,0.002,0.017,0.283,0.387,,Low yield
NH_011,Wisconsin,Stevens,13.7,1.4,5.3,2.8,9.7,0.044,0.004,0.022,0.338,0.154,,Low yield
NH_036,Wisconsin,Stevens,12,1.3,3.9,3.3,13.7,0.052,0.002,0.017,0.305,0.223,,Low yield
NH_048,Wisconsin,Stevens,15.4,1.3,5.2,2.8,10.6,0.05,0.004,0.022,0.287,0.108,,Low yield
NH_103,Wisconsin,Stevens,13.4,1.3,5.3,2.6,10.5,0.039,0.005,0.027,0.317,0.07,,Low yield
NH_133,Wisconsin,Stevens,12,1.6,6.8,6.8,9.7,0.04,0.005,0.026,0.458,0.079,,Low yield
NH_013,Wisconsin,Stevens,13.4,1.3,4.7,2.5,10.4,0.039,0.004,0.018,0.271,0.078,,Low yield
NH_077,Wisconsin,Stevens,14.4,1.4,5.7,2.7,10.4,0.041,0.004,0.027,0.399,0.078,,Low yield
NH_068,Wisconsin,Sundance,13.3,0.7,4.2,1.8,3.3,0.01,0.002,0.011,0.116,0.007,,Low yield
NH_109,Wisconsin,Sundance,12.2,1.2,5.8,2.3,13.1,0.02,0.002,0.018,0.238,0.211,,Low yield
NH_139,Wisconsin,Sundance,11.9,1.3,5.4,2.3,11,0.019,0.002,0.019,0.25,0.075,,Low yield
NH_047,Wisconsin,Stevens,14.4,1.3,5.3,2.9,11.7,0.065,0.003,0.02,0.207,0.124,,Low yield
NH_069,Wisconsin,BG,12,0.7,4.8,1.5,2.4,0.019,0.002,0.006,0.096,0.003,,Low yield
NH_110,Wisconsin,BG,13.2,1.3,4.7,2.1,9.8,0.022,0.002,0.014,0.249,0.143,,Low yield
NH_140,Wisconsin,BG,12.1,1.5,5.6,2.3,9.8,0.024,0.002,0.015,0.312,0.078,,Low yield
NH_078,Wisconsin,Crimson Queen,12.1,1.2,5.2,2.1,8.4,0.017,0.003,0.015,0.15,0.329,,Low yield
NH_104,Wisconsin,Crimson Queen,14.3,1.3,5,2.3,9.9,0.02,0.003,0.015,0.245,0.136,,Low yield
NH_134,Wisconsin,Crimson Queen,12.8,1.7,6.5,2.8,11.6,0.029,0.003,0.018,0.416,0.251,,Low yield
NH_070,Wisconsin,Mullica Queen,11.9,0.7,5.2,2.2,2.7,0.028,0.001,0.01,0.092,0.005,,Low yield
NH_111,Wisconsin,Mullica Queen,12.9,1.2,5.8,2.4,10,0.021,0.003,0.021,0.227,0.188,,Low yield
NH_141,Wisconsin,Mullica Queen,10.7,1.4,5.9,2.8,11,0.027,0.003,0.022,0.374,0.091,,Low yield
NH_065,Wisconsin,DeMoranville,11.8,1,4.5,1.9,8.5,0.016,0.002,0.016,0.148,0.062,,Low yield
NH_105,Wisconsin,DeMoranville,12.5,1.3,6.2,2.3,9.7,0.017,0.003,0.018,0.241,0.137,,Low yield
NH_135,Wisconsin,DeMoranville,11.8,1.6,6.8,2.5,9.1,0.018,0.003,0.024,0.34,0.062,,Low yield
NH_017,Wisconsin,Stevens,14.7,1.2,5.1,2,8.3,0.023,0.004,0.015,0.182,0.078,,Low yield
NH_033,Wisconsin,Stevens,11.8,4.3,4.3,3.1,15.2,0.052,0.003,0.018,0.323,0.197,,Low yield
NH_063,Wisconsin,Stevens,13.7,1.2,4.8,2.3,7,0.038,0.003,0.018,0.237,0.212,,Low yield
NH_076,Wisconsin,Stevens,15.6,1.3,5.6,2.9,10.5,0.054,0.004,0.021,0.369,0.065,,Low yield
NH_112,Wisconsin,HyRed,11.7,1.1,6.7,1.9,9.1,0.017,0.003,0.016,0.353,1.384,,Low yield
NH_142,Wisconsin,HyRed,10.6,1.5,8.1,2.3,9.1,0.018,0.002,0.019,0.258,0.655,,Low yield
NH_113,Wisconsin,HyRed,14.4,1.3,5.9,2.3,8.9,0.018,0.003,0.02,0.25,0.159,,Low yield
NH_143,Wisconsin,HyRed,11.3,1.5,7,2.4,10.6,0.025,0.003,0.021,0.236,0.081,,Low yield
NH_066,Wisconsin,Mullica Queen,13.5,1.1,4.5,2.2,8.7,0.024,0.002,0.019,0.204,0.066,,Low yield
NH_106,Wisconsin,Mullica Queen,13.1,1.3,6.3,2.3,9.4,0.019,0.003,0.019,0.227,0.166,,Low yield
NH_136,Wisconsin,Mullica Queen,11.2,1.4,5.7,2.5,9.1,0.022,0.003,0.021,0.322,0.189,,Low yield
NH_045,Wisconsin,LeMunyon,12.8,1.4,6.4,2.3,10.2,0.056,0.003,0.021,0.262,0.137,,Low yield
NH_050,Wisconsin,LeMunyon,14.4,1.4,6.1,2.3,8.8,0.049,0.005,0.023,0.22,0.09,,Low yield
NH_071,Wisconsin,HyRed,10.4,0.7,0.7,6.7,2.6,0.028,0.001,0.009,0.253,0.005,,Low yield
NH_114,Wisconsin,Mullica Queen,12.8,1.2,6.1,1.9,9.4,0.019,0.003,0.018,0.377,0.195,,Low yield
NH_144,Wisconsin,Mullica Queen,10.2,1.3,7.4,2.5,8.9,0.02,0.002,0.02,0.291,0.275,,Low yield
NH_072,Wisconsin,Mullica Queen,12.2,0.6,5.8,1.8,2.1,0.015,0.001,0.01,0.1,0.006,,Low yield
NH_115,Wisconsin,DeMoranville,12.5,1.2,5.7,2.3,9.6,0.021,0.003,0.019,0.255,0.174,,Low yield
NH_145,Wisconsin,DeMoranville,9.6,1.4,6.4,2.5,10.1,0.021,0.003,0.021,0.343,0.444,,Low yield
NH_073,Wisconsin,DeMoranville,10.2,0.6,5.8,1.7,1.9,0.018,0.001,0.009,0.15,0.006,,Low yield
NH_116,Wisconsin,DeMoranville,12,1.1,5.9,2.3,9,0.027,0.003,0.016,0.349,0.168,,Low yield
NH_146,Wisconsin,DeMoranville,10.2,1.3,5.9,2.5,9.8,0.031,0.003,0.02,0.452,0.453,,Low yield
NH_074,Wisconsin,Mullica Queen,11.9,0.7,5.7,2,2.2,0.013,0.002,0.013,0.111,0.005,,Low yield
NH_117,Wisconsin,Mullica Queen,13,1.2,5.8,2.3,9.4,0.02,0.003,0.022,0.224,0.124,,Low yield
NH_147,Wisconsin,Mullica Queen,12.1,1.4,7.6,2.6,10,0.025,0.003,0.022,0.357,0.224,,Low yield
NH_064,Wisconsin,Stevens,13.4,1.3,5.1,2.5,8.5,0.057,0.003,0.022,0.251,0.155,,Low yield
NH_075,Wisconsin,Mullica Queen,12.5,0.9,5.4,2.4,9.7,0.025,0.003,0.018,0.117,0.094,,Low yield
NH_118,Wisconsin,Mullica Queen,13.9,1.2,6.1,2.4,9.8,0.018,0.003,0.02,0.25,0.149,,Low yield
NH_148,Wisconsin,Mullica Queen,12.1,1.6,8.1,2.7,10.2,0.022,0.004,0.024,0.233,0.246,,Low yield
NH_090,Wisconsin,Pilgrim,14.1,1.3,5.7,2.1,8.1,0.033,0.005,0.021,0.117,0.177,,Low yield
NH_056,Wisconsin,Stevens,12,1.3,5.5,2.8,10.4,0.05,0.004,0.027,0.375,0.175,,Low yield
NH_009,Wisconsin,Stevens,12.7,1.3,4.9,2.7,10.8,0.043,0.003,0.019,0.407,0.12,,Low yield
NH_034,Wisconsin,Stevens,11.8,4.4,4.4,3,12.6,0.05,0.003,0.018,0.221,0.188,,Low yield
NH_088,Wisconsin,DeMoranville,10.4,1,6,1.6,9.2,0.024,0.004,0.016,0.128,0.222,,Low yield
NH_119,Wisconsin,DeMoranville,11.6,1.4,6.7,1.7,5.6,0.018,0.003,0.013,0.155,0.128,,Low yield
NH_022,Wisconsin,Stevens,13,1.3,4,3.4,15.8,0.08,0.003,0.026,0.329,0.309,,Low yield
NH_079,Wisconsin,Stevens,15.4,1.4,6.4,2.7,9.4,0.044,0.004,0.022,0.173,0.194,,Low yield
NH_001,Wisconsin,Stevens,11.6,1.3,4.7,3,11.8,0.068,0.004,0.027,0.333,0.245,,Low yield
NH_038,Wisconsin,Stevens,12,1.5,6.7,2.6,10.8,0.07,0.005,0.025,0.455,0.326,,Low yield
NH_018,Wisconsin,Stevens,10.9,1.4,6.2,2.5,10.1,0.047,0.004,0.021,0.362,0.177,,Low yield
NH_057,Wisconsin,Stevens,12.6,0.8,3.7,1.5,5.9,0.036,0.003,0.014,0.1,0.139,,Low yield
NH_091,Wisconsin,Stevens,12.7,1.2,5.7,2.6,11,0.039,0.004,0.02,0.14,0.181,,Low yield
NH_121,Wisconsin,Stevens,12.4,1.7,7.3,2.9,10.1,0.044,0.006,0.025,0.218,0.153,,Low yield
NH_019,Wisconsin,Stevens,11.3,1.4,6.3,2.6,8.9,0.044,0.005,0.022,0.25,0.178,,Low yield
NH_080,Wisconsin,Stevens,14.7,1.5,6.4,2.7,9.5,0.034,0.004,0.024,0.172,0.21,,Low yield
NH_002,Wisconsin,Stevens,11.3,1.4,4.8,2.9,10.8,0.059,0.003,0.025,0.242,0.262,,Low yield
NH_092,Wisconsin,Stevens,12.7,1.3,5.4,2.4,9.4,0.033,0.004,0.02,0.131,0.173,,Low yield
NH_122,Wisconsin,Stevens,11.3,1.8,7.2,3,9.9,0.042,0.006,0.028,0.185,0.169,,Low yield
NH_039,Wisconsin,Stevens,14.2,1.4,6.3,2.7,12.2,0.066,0.005,0.026,0.366,0.363,,Low yield
NH_055,Wisconsin,Stevens,12.9,1.4,5.7,2.7,10.4,0.049,0.004,0.027,0.334,0.219,,Low yield
NH_023,Wisconsin,Stevens,11.7,1.2,3.6,3.5,15.9,0.069,0.003,0.025,0.319,0.359,,Low yield
NH_058,Wisconsin,Stevens,13.7,1.2,5.2,2.2,8.5,0.04,0.005,0.026,0.19,0.194,,Low yield
NH_093,Wisconsin,Stevens,12.9,1.3,5.4,2.7,11.3,0.044,0.004,0.021,0.17,0.39,,Low yield
NH_123,Wisconsin,Stevens,11.2,1.6,6.9,2.6,9.6,0.033,0.006,0.028,0.19,0.153,,Low yield
NH_107,Wisconsin,Mullica Queen,13.2,6,6,2.4,9.9,0.026,0.002,0.019,0.173,0.195,,Low yield
NH_137,Wisconsin,Mullica Queen,10.8,1.2,5.5,2.4,9.6,0.028,0.002,0.018,0.203,0.139,,Low yield
NH_100,Wisconsin,Stevens,14,1.3,5.3,2.3,9.3,0.037,0.006,0.023,0.329,0.07,,Low yield
NH_130,Wisconsin,Stevens,11.5,1.8,7.2,2.8,10.4,0.043,0.006,0.03,0.591,0.098,,Low yield
NH_089,Wisconsin,Ruby Star,11.2,1,6.1,1.8,8.2,0.024,0.004,0.014,0.119,0.162,,Low yield
NH_120,Wisconsin,Ruby Star,10.8,1.5,8.2,1.8,6.5,0.018,0.004,0.013,0.166,0.163,,Low yield
NH_003,Wisconsin,Stevens,10.8,1.2,4.7,2.7,11.9,0.053,0.003,0.022,0.303,0.24,,Low yield
NH_081,Wisconsin,Stevens,13.3,1.3,5.9,2.5,10.4,0.046,0.004,0.025,0.211,0.245,,Low yield
NH_004,Wisconsin,Stevens,12.9,1.2,4.7,2.7,12.2,0.044,0.003,0.02,0.264,0.348,,Low yield
NH_059,Wisconsin,Stevens,13.3,1.2,5.3,2.3,8.9,0.038,0.003,0.02,0.167,0.762,,Low yield
NH_094,Wisconsin,Stevens,13.3,1.2,5.2,2.3,9.6,0.036,0.004,0.022,0.162,0.186,,Low yield
NH_124,Wisconsin,Stevens,11.8,1.7,6.8,2.8,10.1,0.042,0.005,0.026,0.2,0.437,,Low yield
NH_020,Wisconsin,Stevens,12.3,1.3,5.8,2.5,10.5,0.046,0.004,0.018,0.327,0.28,,Low yield
NH_024,Wisconsin,Stevens,12.4,1.1,3.5,3.5,17.5,0.082,0.003,0.022,0.401,1.52,,Low yield
NH_040,Wisconsin,Stevens,13.4,1.3,5.4,3.1,15.1,0.084,0.004,0.025,0.506,1.118,,Low yield
NH_082,Wisconsin,Stevens,14.8,1.4,6.2,2.7,9.1,0.047,0.004,0.021,0.194,0.689,,Low yield
NH_005,Wisconsin,Stevens,11.1,1.2,4.5,2.8,13,0.054,0.003,0.021,0.332,0.476,,Low yield
NH_037,Wisconsin,Stevens,12.1,1.2,4.7,3,14.3,0.074,0.003,0.026,0.384,1.565,,Low yield
NH_054,Wisconsin,Stevens,15.5,1.5,5.9,2.7,10.8,0.06,0.004,0.024,0.47,0.474,,Low yield
NH_006,Wisconsin,HyRed,9.8,1.4,6.2,2.4,12.2,0.042,0.003,0.02,0.242,0.297,,Low yield
NH_021,Wisconsin,Stevens,11,1.5,7.2,2.1,11.7,0.036,0.004,0.018,0.295,0.208,,Low yield
NH_025,Wisconsin,HyRed,11.6,1.3,4,3,19.2,0.057,0.002,0.018,0.245,0.736,,Low yield
NH_041,Wisconsin,HyRed,11,1.5,6.8,2.4,14.4,0.072,0.004,0.022,0.377,0.425,,Low yield
NH_053,Wisconsin,HyRed,14.4,1.3,5.9,2.1,11.1,0.066,0.003,0.02,0.358,0.311,,Low yield
NH_060,Wisconsin,HyRed,13.5,1.2,5.2,2,10.2,0.066,0.005,0.025,0.266,0.652,,Low yield
NH_083,Wisconsin,HyRed,16,1.5,6.2,2.5,11.1,0.045,0.004,0.02,0.209,0.362,,Low yield
NH_095,Wisconsin,HyRed,13.8,1.4,6.2,2.4,10.5,0.042,0.005,0.021,0.147,0.21,,Low yield
NH_125,Wisconsin,HyRed,11.6,1.8,7.9,2.6,10.1,0.042,0.005,0.02,0.206,0.28,,Low yield
NH_014,Wisconsin,HyRed,13.2,1.4,5.6,2.1,9.6,0.033,0.004,0.016,0.166,0.235,,Low yield
NH_010,Wisconsin,Stevens,12.2,1.4,5.4,2.9,8.5,0.051,0.003,0.024,0.419,0.157,,Low yield
NH_012,Wisconsin,Stevens,14.4,1.4,5.6,2.5,7.1,0.03,0.005,0.019,0.263,0.06,,Low yield
NH_061,Wisconsin,HyRed,14.6,1.4,6.1,2.4,10.8,0.052,0.004,0.024,0.353,0.705,,Low yield
NH_026,Wisconsin,HyRed,13.2,1.3,5.1,2.5,13.1,0.058,0.003,0.014,0.247,0.676,,Low yield
NH_084,Wisconsin,HyRed,11.5,1.1,5.9,2.2,11.3,0.041,0.003,0.019,0.199,0.524,,Low yield
NH_027,Wisconsin,HyRed,12.5,1.2,4.8,2.9,16.8,0.064,0.002,0.017,0.314,0.758,,Low yield
NH_042,Wisconsin,HyRed,10.5,1.3,8.1,2.1,12.4,0.053,0.002,0.017,0.33,0.357,,Low yield
NH_096,Wisconsin,HyRed,14.3,1.3,6.2,2.2,11.9,0.046,0.005,0.021,0.401,0.185,,Low yield
NH_126,Wisconsin,HyRed,12,1.7,7.5,2.6,11.3,0.048,0.005,0.023,0.495,0.257,,Low yield
NH_052,Wisconsin,HyRed,13.6,1.2,6.8,2,12.1,0.055,0.003,0.02,0.471,0.359,,Low yield
NH_007,Wisconsin,Grygleski Hybrid 1,13.4,1.2,5.3,1.7,9.9,0.034,0.002,0.013,0.139,0.36,,Low yield
NH_097,Wisconsin,Grygleski Hybrid 1,11.5,1.2,5.4,1.9,9.5,0.041,0.004,0.012,0.125,0.391,,Low yield
NH_127,Wisconsin,Grygleski Hybrid 1,10.3,1.6,6.9,1.9,8.1,0.038,0.004,0.013,0.165,0.361,,Low yield
NH_015,Wisconsin,Grygleski Hybrid 1,13.8,1.2,5.2,1.7,8.4,0.026,0.003,0.012,0.166,0.193,,Low yield
NH_043,Wisconsin,Grygleski Hybrid 1,12.4,1.5,6.2,2,10.4,0.061,0.003,0.015,0.397,0.569,,Low yield
NH_028,Wisconsin,Grygleski Hybrid 1,9.6,1.1,3.3,2.4,15.1,0.054,0.001,0.01,0.265,1.14,,Low yield
NH_044,Wisconsin,Grygleski Hybrid 1,12.2,1.5,5.6,1.9,12,0.064,0.002,0.015,0.45,0.809,,Low yield
NH_016,Wisconsin,Grygleski Hybrid 1,13,1.1,5.4,1.5,8.5,0.024,0.002,0.011,0.174,0.248,,Low yield
NH_029,Wisconsin,Grygleski Hybrid 1,9.6,1.2,2.9,2.6,17.4,0.063,0.001,0.012,0.22,1.202,,Low yield
NH_085,Wisconsin,Grygleski Hybrid 1,12.6,1.2,5.6,1.9,8.4,0.042,0.003,0.012,0.165,0.617,,Low yield
NH_030,Wisconsin,Grygleski Hybrid 1,10,1.1,2.8,2.6,16.8,0.058,0.001,0.011,0.301,1.189,,Low yield
NH_051,Wisconsin,Grygleski Hybrid 1,13.5,1.3,6,1.6,7.6,0.042,0.003,0.012,0.281,0.388,,Low yield
NH_008,Wisconsin,Grygleski Hybrid 1,8.6,1.1,4.5,1.8,12.2,0.034,0.002,0.011,0.24,0.369,,Low yield
NH_031,Wisconsin,Grygleski Hybrid 1,10.1,1.1,3.4,2.3,14.9,0.053,0.003,0.012,0.245,1.033,,Low yield
NH_062,Wisconsin,Grygleski Hybrid 1,12.9,1.2,5.4,1.8,8.1,0.046,0.003,0.013,0.136,0.982,,Low yield
NH_098,Wisconsin,Grygleski Hybrid 1,11.8,1.2,5.6,1.9,10.3,0.042,0.004,0.014,0.157,0.277,,Low yield
NH_128,Wisconsin,Grygleski Hybrid 1,11.7,1.6,6.4,2.2,8.9,0.042,0.004,0.014,0.22,0.377,,Low yield
NH_035,Wisconsin,Stevens,12.3,1.2,3.8,3.5,18.2,0.062,0.002,0.02,0.393,0.231,,Low yield
NH_046,Wisconsin,Stevens,13.6,1.4,6.2,2.7,11.1,0.049,0.003,0.023,0.467,0.132,,Low yield
NH_049,Wisconsin,Stevens,16.1,1.4,5.7,2.8,11.3,0.055,0.004,0.02,0.347,0.108,,Low yield
NH_101,Wisconsin,Stevens,14.8,1.3,6,2.4,10.2,0.045,0.005,0.02,0.289,0.098,,Low yield
NH_131,Wisconsin,Stevens,11.7,1.9,8.1,3,10.7,0.049,0.005,0.026,0.408,0.123,,Low yield
NH_032,Wisconsin,Grygleski Hybrid 1,9.5,3.3,3.3,2.3,11.1,0.053,0.001,0.01,0.309,1.252,,Low yield
NH_086,Wisconsin,Ruby Star,11.9,1.1,5,2.3,10.9,0.043,0.002,0.017,0.313,0.403,,Low yield
NH_099,Wisconsin,Ruby Star,11.2,1.1,5.6,2,11.7,0.045,0.004,0.018,0.257,0.185,,Low yield
NH_129,Wisconsin,Ruby Star,12.7,1.7,8.2,2.4,9.7,0.04,0.004,0.019,0.386,0.189,,Low yield
NH_087,Wisconsin,BG,13.2,1,4.3,2,10,0.042,0.002,0.015,0.241,0.344,,Low yield
NH_108,Wisconsin,HyRed,12.3,1.2,6.5,2,10.2,0.017,0.003,0.02,0.331,1.731,,Low yield
NH_138,Wisconsin,HyRed,10.8,1.5,7.8,2.3,10,0.02,0.003,0.019,0.283,0.999,,Low yield
NH_102,Wisconsin,LeMunyon,11.8,1.3,4.8,2.7,10.4,0.039,0.005,0.022,0.187,0.07,,Low yield
NH_132,Wisconsin,LeMunyon,10.9,1.6,6.6,6.6,9.5,0.05,0.005,0.025,0.283,0.196,,Low yield
Davenport_Provost_2008_001,Massachusetts,Howes,7.5,0.9,4.6,1.8,8,0.0466,0.0198,0.0182,0.128,0.141,,Low yield
Davenport_Provost_2008_002,Massachusetts,Howes,8.6,0.9,4.4,2,8.7,0.0496,0.0203,0.0159,0.142,0.102,,Low yield
Davenport_Provost_2008_003,Massachusetts,Howes,9.5,1,4.7,2,7.6,0.049,0.0174,0.0174,0.139,0.091,,Low yield
Davenport_Provost_2008_004,Massachusetts,Early Black,10.7,1.2,4.6,1.7,6.6,0.0266,0.0327,0.0375,0.689,0.0415,,Low yield
Davenport_Provost_2008_005,Massachusetts,Early Black,9.7,1.1,5.2,1.8,6.7,0.0247,0.0232,0.0301,0.715,0.0502,,Low yield
Davenport_Provost_2008_006,Massachusetts,Early Black,9.8,1.2,5.4,1.8,6.5,0.0213,0.0223,0.0298,0.694,0.0484,,Low yield
Davenport_Provost_2008_007,Washington,McFarlin,0.7,1.1,5.3,1.9,6,0.0456,0.062,0.0306,0.145,0.882,,Low yield
Davenport_Provost_2008_008,Washington,McFarlin,8,1.1,5.7,2.2,6.6,0.0439,0.0409,0.0233,0.147,0.809,,Low yield
Davenport_Provost_2008_009,Washington,McFarlin,8.8,1.2,6.2,2.2,6,0.0412,0.0171,0.0159,0.139,0.582,,Low yield
Davenport_Provost_2008_010,Wisconsin,Searles,6.2,1,4.4,1.8,8,0.0477,0.0897,0.0224,0.278,0.22,,Low yield
Davenport_Provost_2008_011,Wisconsin,Searles,7.5,1.1,5.2,1.9,8.7,0.0511,0.0842,0.0283,0.31,0.168,,Low yield
Davenport_Provost_2008_012,Wisconsin,Searles,8.8,1.2,6,1.9,8.1,0.052,0.0615,0.0217,0.288,0.155,,Low yield
Davenport_Provost_2008_013,Wisconsin,Stevens,8.3,1,4.9,1.5,7.6,0.0482,0.0182,0.0098,0.184,0.121,,Low yield
Davenport_Provost_2008_014,Wisconsin,Stevens,9.3,1.1,5.5,1.6,7.1,0.0487,0.0073,0.0154,0.239,0.0987,,Low yield
Davenport_Provost_2008_015,Wisconsin,Stevens,8.2,1.2,6.3,1.7,6.3,0.051,0.0037,0.0159,0.236,0.0899,,Low yield
Sandler et al_2011_001,Massachusetts,Stevens,8.5,1.2,6,2.1,7.3,0.039,0.0128,0.024,0.8035,0.146,,Low yield
Sandler et al_2011_002,Massachusetts,Stevens,9.4,1.3,7,1.8,4.6,0.0233,0.0093,0.0193,0.3693,0.0838,,Low yield
Sandler et al_2011_003,Massachusetts,Stevens,10.5,1.4,7.2,1.6,3.9,0.0235,0.0138,0.022,0.3593,0.0938,,Low yield
Sandler et al_2011_004,Massachusetts,Stevens,12.4,1.6,9.1,1.4,2.6,0.0198,0.0108,0.0195,0.242,0.0618,,Low yield
Sandler et al_2011_005,Massachusetts,Stevens,8.8,1.5,4.9,2.4,10,0.0458,0.007,0.0303,0.7588,0.113,,Low yield
Sandler et al_2011_006,Massachusetts,Stevens,8.4,1.2,5.6,2.1,6.5,0.032,0.0063,0.0198,0.445,0.0673,,Low yield
Sandler et al_2011_007,Massachusetts,Stevens,9.4,1.4,6.3,1.9,4,0.0235,0.0063,0.017,0.2205,0.046,,Low yield
Sandler et al_2011_008,Massachusetts,Stevens,11,1.6,7.5,1.7,2.8,0.019,0.0055,0.0175,0.1445,0.041,,Low yield
Sandler et al_2011_009,Massachusetts,Stevens,8.8,1.4,4.4,2.3,9.2,0.0565,0.0063,0.0205,0.5985,0.0745,,Low yield
Sandler et al_2011_010,Massachusetts,Stevens,10.2,1.4,5.3,2.2,8.2,0.0435,0.0068,0.0188,0.4865,0.068,,Low yield
Sandler et al_2011_011,Massachusetts,Stevens,10.6,1.4,6,2.1,6.5,0.0343,0.0063,0.0165,0.3453,0.0548,,Low yield
Sandler et al_2011_012,Massachusetts,Stevens,11.5,1.5,6.1,2.1,6.1,0.0338,0.0068,0.0165,0.336,0.0558,,Low yield
Sandler et al_2011_013,Massachusetts,Stevens,8.2,1.3,5.1,2.4,8.6,0.0568,0.006,0.0208,0.4552,0.0698,,Low yield
Sandler et al_2011_014,Massachusetts,Stevens,10,1.3,5.7,2.3,5.8,0.0352,0.0065,0.0172,0.249,0.052,,Low yield
Sandler et al_2011_015,Massachusetts,Stevens,10.6,1.4,6.2,2.2,4.2,0.0262,0.006,0.0155,0.1662,0.0425,,Low yield
Sandler et al_2011_016,Massachusetts,Stevens,11.2,1.5,6.8,2,3.1,0.0198,0.0055,0.016,0.1252,0.038,,Low yield
